,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,STATION CODE,LOCATIONS,State
204,1.2,0.9,0.6,1025.0,831.0,637.0,7.0,4.0,0.0,2.0,1.8,1.5,30.0,29.0,28.0,13.0,7.0,0.0,7.8,7.6,7.4,3472.0,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",kerala
205,1.8,1.4,0.9,216.0,186.0,156.0,5.0,4.0,2.0,2.5,2.3,2.0,28.5,28.5,28.5,21.0,16.0,11.0,7.7,7.4,7.0,3474.0,"WELL AT PAYANOOR, KANNUR",kerala
206,1.0,1.0,1.0,110.0,110.0,109.0,0.0,0.0,0.0,2.3,2.0,1.7,27.0,27.0,27.0,9.0,5.0,0.0,6.5,6.2,5.8,3475.0,"WELL AT KARIMBAM, KANNUR",kerala
207,0.0,29.38607308588933,0.0,1248.0,951.0,816.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,32.8,30.1,27.7,100000.0,22333.0,4000.0,7.9,7.3,6.7,1593.0,"WELL NEAR J.B SCHOOL, LAKSHDWEEP",lakshadweep
208,3.4494798408998593,30.75877518128042,16.670894784046766,2240.0,1727.0,1178.0,2000.0,1333.0,1000.0,0.0,0.0,0.0,32.6,29.9,27.5,25000.0,8909.0,1000.0,7.6,7.2,6.8,1594.0,"WELL NEAR OTTAVATHIL PALLI, LAKSHDWEEP",lakshadweep
209,35.37118449879823,0.0,0.0,1004.0,777.0,590.0,114000.0,25857.0,2000.0,0.0,0.0,0.0,32.5,29.7,27.4,128000.0,37250.0,10000.0,7.6,7.2,6.5,1595.0,"WELL NEAR CHEKKILLAM HOUSE, LAKSHDWEEP",lakshadweep
210,0.0,268.77189274248497,0.0,1264.0,702.0,458.0,3000.0,1557.0,227.0,0.0,0.0,0.0,32.5,29.7,27.0,74000.0,24250.0,9000.0,658.0,61.5,6.9,1596.0,"WELL C/O KADAT PALLI, LAKSHDWEEP",lakshadweep
211,168.75088515522734,0.0,46.59410587508861,694.0,660.0,585.0,14000.0,4116.0,465.0,0.0,0.0,0.0,31.6,29.7,27.8,294000.0,55192.0,300.0,8.1,7.4,6.7,,"WELL NEAR BADER PALLI, LAKSHDWEEP",lakshadweep
212,0.0,110.51182516548641,0.0,971.0,768.0,629.0,18000.0,5952.0,1000.0,0.0,0.0,0.0,31.6,30.0,27.0,392500.0,67533.0,900.0,7.6,7.3,6.5,1598.0,"WELL C/O PUTHIYA PALLI., LAKSHDWEEP",lakshadweep
213,18.432847760365256,26.280111446250412,0.0,963.0,810.0,603.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,31.6,29.7,27.4,162000.0,32000.0,2000.0,7.6,7.1,6.6,1599.0,"WELL C/O PURATHA PALLI, LAKSHDWEEP",lakshadweep
214,142.00004612890393,0.0,0.0,1041.0,937.0,823.0,1578.0,1289.0,1000.0,0.0,0.0,0.0,31.5,30.1,27.8,117000.0,26864.0,1000.0,7.4,7.0,6.5,1600.0,WELL C/O ANDAM PALLILAKSHDWEEP,lakshadweep
215,0.0,0.0,39.47844131175474,3660.0,2012.0,695.0,11000.0,9000.0,7000.0,0.0,0.0,0.0,30.7,29.8,28.3,420000.0,145773.0,4000.0,7.5,7.2,6.6,1601.0,WELL C/O CIRCUIT HOUSELAKSHDWEEP,lakshadweep
216,0.0,0.0,0.0,1970.0,1645.0,1313.0,12000.0,4000.0,1000.0,0.0,0.0,0.0,30.7,29.3,27.8,68000.0,25250.0,4000.0,7.6,7.3,6.8,1602.0,"WELL C/O GOVT. PRESS, LAKSHDWEEP",lakshadweep
217,0.0,0.0,0.0,4830.0,2842.0,1513.0,26000.0,8500.0,1000.0,0.0,0.0,0.0,30.9,29.5,28.5,183000.0,60333.0,4000.0,7.4,7.2,6.9,1603.0,"WELL C/O OLD POLICE BARRACKS, LAKSHDWEEP",lakshadweep
218,0.0,43.08969228705732,0.0,1800.0,1254.0,1019.0,10000.0,6500.0,3000.0,0.0,0.0,0.0,30.8,29.6,28.6,1120000.0,241873.0,4000.0,7.6,7.3,7.0,1605.0,"WELL NEAR HALIPAD, LAKSHDWEEP",lakshadweep
219,159.0667199353507,40.25472836580524,7.620237805531086,1165.0,902.0,638.0,5000.0,3000.0,1000.0,0.0,0.0,0.0,31.5,29.9,28.0,240000.0,77692.0,11300.0,8.0,7.3,6.6,1606.0,"PUBLIC WELL OPPOSITE S.B.SCHOOL, LAKSHDWEEP",lakshadweep
220,127.4,127.4,127.4,1005.0,1005.0,1005.0,0.0,188871470.33034635,12110801.53312863,1.0,1.0,1.0,35.0,35.0,35.0,5738027352.087064,0.0,0.0,7.1,7.1,7.1,1618.0,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",madhya_pradesh
221,0.0,64.29469156903981,92.78195972396168,1880.0,1880.0,1880.0,176424103.80816382,0.0,0.0,1.8,1.8,1.8,0.0,34.73169536472618,63.66451478471777,1725140124.5620067,261959716.32775047,17107435.30291587,7.5,7.5,7.5,2145.0,"MEHATWAS, NAGDA",madhya_pradesh
222,11.094916952057947,57.37187239312202,0.0,920.0,920.0,920.0,0.0,129875536.28793359,7240193.784877186,5.1,5.1,5.1,28.0,28.0,28.0,110.0,110.0,110.0,7.5,7.5,7.5,2146.0,"BHAGATPURI VILLAGE, NAGDA",madhya_pradesh
223,0.0,61.63594239740157,19.293747895632933,3540.0,3540.0,3540.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0,52.52853079818118,25.992116317904134,2114382073.5124311,0.0,47282514.80565578,8.2,8.2,8.2,2148.0,"DOSIGAON, RATLAM",madhya_pradesh
224,0.0,0.0,57.72822786837645,1000.0,1000.0,1000.0,0.0,122923985.00481188,4644761.4406079305,6.0,6.0,6.0,28.0,28.0,28.0,40.0,40.0,40.0,7.1,7.1,7.1,2149.0,"CULVERT ON A.B. ROAD, MAKSI",madhya_pradesh
225,2.3,2.3,2.3,1192.0,1192.0,1192.0,0.0,141680313.48080733,8873429.389921635,2.3,2.3,2.3,29.0,29.0,29.0,25.0,25.0,25.0,7.5,7.5,7.5,2150.0,Trenching Ground Nr Garden Dev Guradia,madhya_pradesh
226,1.8,1.8,1.8,3347.0,3347.0,3347.0,0.0,119022365.36449538,555788.1346561221,30.5,30.5,30.5,29.0,29.0,29.0,26.0,26.0,26.0,7.3,7.3,7.3,2151.0,Trenching Ground Premises of Rishabh Masala,madhya_pradesh
227,2.0,2.0,2.0,2878.0,2878.0,2878.0,0.0,16693316.3625037,0.0,29.5,29.5,29.5,29.2,29.2,29.2,38.0,38.0,38.0,7.5,7.5,7.5,2152.0,Trenching Ground Premises of  Lakhani Foot Wear,madhya_pradesh
228,193.20103807208812,0.8261796139371365,63.948696040427706,1330.0,1330.0,1330.0,0.0,29959412.11181256,0.0,5.2,5.2,5.2,35.786684877938626,36.36277902383382,33.52031666671647,0.0,310953377.5108973,0.0,7.6,7.6,7.6,3332.0,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, DEWAS",madhya_pradesh
229,2.0,2.0,2.0,1100.0,1100.0,1100.0,0.0,120773491.47312659,0.0,1.2,1.2,1.2,29.0,29.0,29.0,3698544999.423295,0.0,67480504.81721224,7.4,7.4,7.4,3338.0,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",madhya_pradesh
230,1.0,1.0,1.0,1475.0,1475.0,1475.0,140308336.65924186,26733037.531156655,3501760.7081493856,2.6,2.6,2.6,29.5,29.5,29.5,8.0,8.0,8.0,8.5,8.5,8.5,3339.0,T.W./H.P near Manglia.Ind. Area,madhya_pradesh
231,1.1,1.1,1.1,1660.0,1660.0,1660.0,0.0,0.0,0.0,7.3,7.3,7.3,28.0,28.0,28.0,94.0,94.0,94.0,7.5,7.5,7.5,3340.0,B.W.Water at.Kalindi  Vihar Trenching ground,madhya_pradesh
232,2.2,2.2,2.2,2271.0,2271.0,2271.0,2819086.19199877,39157067.932626985,0.0,2.7,2.7,2.7,29.0,29.0,29.0,210.0,210.0,210.0,7.0,7.0,7.0,3341.0,T.W.W. sec-III Pithampur            Tube Wewll Water,madhya_pradesh
233,0.8,0.8,0.8,496.0,496.0,496.0,176190917.3058355,59347974.79076121,0.0,1.6,1.6,1.6,30.0,30.0,30.0,110.0,110.0,110.0,8.2,8.2,8.2,3342.0,T.W.W.at Village Tarpura sec-III Pithampur Tube Well Water,madhya_pradesh
234,5.0,5.0,5.0,1385.0,1385.0,1385.0,20.0,20.0,20.0,1.7,1.7,1.7,22.0,22.0,22.0,40.0,40.0,40.0,7.9,7.9,7.9,1985.0,"Dug well at 5 -Star Industrial estate, Village-Kashimira Taluka- Mira-  Bhayander District-Thane ",maharashtra
235,5.6,5.6,5.6,699.0,699.0,699.0,15.0,15.0,15.0,0.6,0.6,0.6,29.0,29.0,29.0,25.0,25.0,25.0,8.5,8.5,8.5,1986.0,Bore well at Village- Motapada Taluka- Dahanu District- Thane,maharashtra
236,5.0,5.0,5.0,608.0,608.0,608.0,30.0,30.0,30.0,1.0,1.0,1.0,22.0,22.0,22.0,45.0,45.0,45.0,7.8,7.8,7.8,1987.0,Bore well Village-Gokhiware Taluka- Vasai District- Thane ,maharashtra
237,5.2,5.2,5.2,871.0,871.0,871.0,14.0,14.0,14.0,0.6,0.6,0.6,29.0,29.0,29.0,26.0,26.0,26.0,8.5,8.5,8.5,1988.0,"Bore well at Gharatwadi, Village- Aliyali Taluka- Palghar District- Thane",maharashtra
238,4.0,4.0,4.0,90.0,90.0,90.0,12.0,12.0,12.0,1.4,1.4,1.4,28.0,28.0,28.0,24.0,24.0,24.0,7.0,7.0,7.0,1989.0,"Bore well at MWML site, Village-Karawla, Taloja Taluka- Panvel District- Raigad",maharashtra
239,3.0,3.0,3.0,1016.0,1016.0,1016.0,2.0,2.0,2.0,0.2,0.2,0.2,28.0,28.0,28.0,79.0,79.0,79.0,7.4,7.4,7.4,1993.0, Dug Well,maharashtra
240,5.0,5.0,5.0,943.0,943.0,943.0,78695352.18243332,2614854.375615785,80577986.8850575,100.7,100.7,100.7,26.0,26.0,26.0,3879819438.024628,260594229.49435893,0.0,8.0,8.0,8.0,1994.0,"Dug well at TPS-Durgapur Village-Durgapur , Taluka- Chandrapur, District- Chandrapur                   ",maharashtra
241,6.0,6.0,6.0,555.0,555.0,555.0,60.0,60.0,60.0,1.1,1.1,1.1,28.0,28.0,28.0,90.0,90.0,90.0,8.3,8.3,8.3,1999.0,"Bore well Near Gram Panchayat office. Village-Changera, Taluka- Gondia, District- Gondia.",maharashtra
242,6.0,6.0,6.0,567.0,567.0,567.0,30.0,30.0,30.0,43.0,43.0,43.0,25.0,25.0,25.0,60.0,60.0,60.0,8.6,8.6,8.6,2001.0,"Tube well at water treatment plant of.Achalpur M.C, near Post Office. Village-Paratwada, Taluka- Achalpur, District- Amravati",maharashtra
243,5.8,5.8,5.8,435.0,435.0,435.0,366143352.6418101,18690361.533111613,2081791.4387986378,1.6,1.6,1.6,27.0,27.0,27.0,0.0,0.0,0.0,8.7,8.7,8.7,2002.0,"Bore well Opp. Gajanan MPCBaraj Temple at  Anjangaon road. Village-Anjangaon, Taluka- Akot, District- Akola                   ",maharashtra
244,5.8,5.8,5.8,435.0,435.0,435.0,328836368.914963,104686456.50405432,2399282.1715308013,1.6,1.6,1.6,27.0,27.0,27.0,5991278052.544773,0.0,52259613.073560715,8.7,8.7,8.7,2003.0,"Dug well at Plot No- 4, Street No. 49-C, at Nehru Bal Udyan Azad Maidan, owned by Yavatmal M.C. Village- Nehru Bal Udyan Azad Maidan, Taluka- Yavatmal, District- Yavatmal.",maharashtra
245,2.8,2.8,2.8,1956.0,1956.0,1956.0,0.0,0.0,0.0,1.4,1.4,1.4,25.0,25.0,25.0,3025660604.043294,503314262.1563321,37608738.36184979,7.3,7.3,7.3,2007.0,"Bore well water sample at savali, Tal. Miraj, Dist Sangli.",maharashtra
246,2.9,2.9,2.9,2425.0,2425.0,2425.0,46361220.861690626,214541330.59336746,16323548.23284126,0.5,0.5,0.5,25.0,25.0,25.0,0.0,8291744.45754671,0.0,7.4,7.4,7.4,2008.0,"Dugwell Water sample at Rasulwadi Tal. Miraj, Dist. Sangli.",maharashtra
247,4.0,4.0,4.0,928.0,928.0,928.0,2.0,2.0,2.0,0.1,0.1,0.1,29.0,29.0,29.0,94.0,94.0,94.0,7.8,7.8,7.8,2200.0, Bore Well,maharashtra
248,4.0,4.0,4.0,1200.0,1200.0,1200.0,2.0,2.0,2.0,0.4,0.4,0.4,28.0,28.0,28.0,70.0,70.0,70.0,7.2,7.2,7.2,2201.0,Dug Well,maharashtra
249,3.3,3.3,3.3,168.0,168.0,168.0,0.0,0.0,10114067.615781425,1.4,1.4,1.4,23.0,23.0,23.0,3641085815.563796,591701152.7156681,0.0,7.3,7.3,7.3,2202.0,"Dugwell at Ghane Kunth near Awashi, Owned by Shri. Rajendra Ambre vill Ghanekunth Tal. Khed, Dist. Ratnagiri",maharashtra
250,7.6,7.6,7.6,1124.0,1124.0,1124.0,23.0,23.0,23.0,77.0,77.0,77.0,28.0,28.0,28.0,40.0,40.0,40.0,8.0,8.0,8.0,2203.0,"Hand Pump in the premises of Zilla Parishad Primary School. Village- Bhugaon,  Taluka- Wardha, District- Wardha.",maharashtra
251,3.2,3.2,3.2,5495.0,5495.0,5495.0,8.0,8.0,8.0,1.3,1.3,1.3,28.0,28.0,28.0,550.0,550.0,550.0,8.2,8.2,8.2,2819.0,"Dug well owned by Shri Deshmukh. Village- Malegaon, Taluka- Baramati, District- Pune.",maharashtra
252,4.3,3.8,3.2,1368.0,1337.0,1306.0,60.0,43.0,25.0,2.4,2.0,1.6,25.0,25.0,25.0,550.0,488.0,425.0,8.1,7.9,7.7,2820.0,"Dug well owned by Shri Shivaji Baban Darekar Village- Sanaswadi, Taluka- Shirur, District- Pune.",maharashtra
253,3.1,3.1,3.1,433.0,433.0,433.0,25.0,25.0,25.0,3.0,3.0,3.0,28.0,28.0,28.0,425.0,425.0,425.0,7.0,7.0,7.0,2821.0,"Bore well at Bale railway station premises owned by  Shri. Digambar Joshi. Village- Dahegaon,Taluka- North Solapur, District- Solapur.",maharashtra
254,4.3,4.3,4.3,415.0,415.0,415.0,30.0,30.0,30.0,2.0,2.0,2.0,28.0,28.0,28.0,550.0,550.0,550.0,7.0,7.0,7.0,2822.0,"Bore well near  Chincholi. Village- Chincholi, Taluka- Mohol, District- Solapur.",maharashtra
255,3.2,3.2,3.2,440.0,440.0,440.0,20.0,20.0,20.0,2.3,2.3,2.3,28.0,28.0,28.0,425.0,425.0,425.0,6.9,6.9,6.9,2823.0,"Bore well at Shete Vasti, near old Tuljapur road. Village- Tuljapur naka, Taluka- Solapur,District- Solapur.",maharashtra
256,5.0,5.0,5.0,1090.0,1090.0,1090.0,2.0,2.0,2.0,0.2,0.2,0.2,28.0,28.0,28.0,79.0,79.0,79.0,7.4,7.4,7.4,2825.0, Bore Well,maharashtra
257,6.0,6.0,6.0,1173.0,1173.0,1173.0,70.0,70.0,70.0,76.0,76.0,76.0,27.0,27.0,27.0,170.0,170.0,170.0,8.0,8.0,8.0,2826.0,"Dug well near Railway station, Cotton Market. Village- Wardha city, Taluka- Wardha,District- Wardha.",maharashtra
258,7.4,7.4,7.4,553.0,553.0,553.0,80.0,80.0,80.0,2.6,2.6,2.6,27.0,27.0,27.0,110.0,110.0,110.0,8.0,8.0,8.0,2827.0,"Bore well Near Railway crossing at Dongri Buzurg. Village- Dongri-Buzurg, Taluka- Tumsar,District- Bandara.",maharashtra
259,6.2,6.2,6.2,915.0,915.0,915.0,0.0,28741969.471481565,17337958.42907402,24.0,24.0,24.0,27.0,27.0,27.0,6450461208.321221,0.0,31430877.46710093,8.0,8.0,8.0,2828.0,"Dug well  near Jilla Parishet Primary school, Visapur. Village- Visapur, Taluka- Ballarpur,District- Chandrapur.",maharashtra
260,2.7,2.7,2.7,2387.0,2387.0,2387.0,184505214.66955936,98123343.88610227,17041297.32812008,0.7,0.7,0.7,25.0,25.0,25.0,0.0,549611530.5209546,0.0,7.1,7.1,7.1,2831.0,"Dugwell water sample at Sakharoli Tal .Walwa, Dist Sangli.",maharashtra
261,2.9,2.9,2.9,130.0,130.0,130.0,0.0,0.0,0.0,0.6,0.6,0.6,23.0,23.0,23.0,0.0,283026047.30503476,0.0,7.2,7.2,7.2,2832.0,"Dugwell no 1 at Brahamanwadi (C/O Shri Vaidya) Vill Anjanwell, Tal. Guhagar, Dist Ratangiri.",maharashtra
262,3.5,3.5,3.5,177.0,177.0,177.0,0.0,21596743.315580986,78659182.9711911,1.3,1.3,1.3,23.0,23.0,23.0,8434557502.717254,904707442.8186218,124785865.08560082,7.1,7.1,7.1,2833.0,"Dugwell no. 1 at Grampanchayat at Arkatewadi near Masjid, Khed, Ratangiri.",maharashtra
263,3.4,3.4,3.4,133.0,133.0,133.0,0.0,39544215.78507538,0.0,0.7,0.7,0.7,23.0,23.0,23.0,4431641644.819694,0.0,91522780.5321822,7.3,7.3,7.3,2834.0,"Dugwell no 2 at Arkatewadi, Khed, Ratnagiri",maharashtra
264,2.8,2.8,2.8,175.0,175.0,175.0,160292841.52523196,0.0,12437213.96646311,0.5,0.5,0.5,23.0,23.0,23.0,0.0,0.0,0.0,7.1,7.1,7.1,2835.0,"Durgwell no. 2 owned by Group Gram Panchayat at Brahmanwadi Vill Anjanwell, Tal. Guhagar, Dist. Ratnagiri.",maharashtra
265,0.4,0.4,0.4,842.0,679.0,515.0,4.0,4.0,4.0,5.8,3.5,1.2,28.0,28.0,28.0,23.0,23.0,23.0,7.2,7.2,7.1,1644.0,"JAGATPUR INDUSTRIAL AREA, CUTTACK ODISHA",odisha
266,1.0,0.6,0.1,498.0,360.0,222.0,28.0,28.0,28.0,6.9,3.6,0.3,28.0,27.5,27.0,240.0,240.0,240.0,7.4,7.2,7.0,1645.0,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ODISHA",odisha
267,0.2,0.2,0.1,173.0,168.0,163.0,246384054.92890415,54003676.16864732,0.0,0.7,0.5,0.2,27.0,26.5,26.0,2.0,2.0,2.0,7.6,7.4,7.2,1646.0,"BIDANASHI - TULASIPUR AREA, CUTTACK, ODISHA",odisha
268,1.4,0.9,0.3,804.0,733.0,661.0,8185491.671129929,0.0,0.0,0.8,0.6,0.4,28.0,28.0,28.0,2.0,2.0,2.0,7.4,7.2,6.9,1647.0,"BADAMBARI AREA, CUTTACK, ODISHA",odisha
269,23.3,6.7,0.2,851.0,336.0,132.0,160000.0,143000.0,92000.0,10.6,4.7,0.6,37.0,29.0,25.0,600000.0,215000.0,160000.0,8.3,7.7,7.3,1648.0,"RANIHAT- MANGALABAGH AREA, CUTTACK, ODISHA",odisha
270,0.5,0.3,0.1,290.0,217.0,143.0,0.0,0.0,851774.3066388252,9.7,5.5,1.3,33.0,29.5,26.0,0.0,646010602.2492516,13038903.796555057,6.1,6.1,6.1,1649.0,"KHANDAGIRI AREA, BHUBANESWAR, ODISHA",odisha
271,0.5,0.4,0.3,274.0,260.0,245.0,0.0,43521648.84829066,61997893.05417755,1.6,1.0,0.4,30.0,28.0,26.0,0.0,0.0,147882983.54041174,7.5,7.0,6.4,1650.0,"CAPITAL HOSPITAL AREA, BHUBANESWAR, ODISHA",odisha
272,0.4,0.4,0.3,774.0,713.0,652.0,195760020.05695015,0.0,50769374.71239121,8.2,4.8,1.3,30.0,29.5,29.0,0.0,582173063.9936343,0.0,7.4,6.9,6.4,1651.0,"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR, ODISHA",odisha
273,0.7,0.5,0.3,427.0,341.0,255.0,23.0,23.0,23.0,6.0,3.9,1.8,30.0,29.5,29.0,49.0,49.0,49.0,7.0,7.0,6.9,1652.0,"KALPNA - LAXMINAGAR AREA, BHUBANESWAR, ODISHA",odisha
274,0.2,0.2,0.1,235.0,171.0,107.0,8.0,8.0,8.0,2.2,1.4,0.7,30.0,29.5,29.0,23.0,23.0,23.0,7.7,7.0,6.3,1653.0,"MANCHESWAR INDUSTRIAL AREA, BHUBANESWAR, ODISHA",odisha
275,2.1,1.3,0.4,182.0,166.0,149.0,33.0,33.0,33.0,0.8,0.7,0.6,30.0,29.5,29.0,79.0,79.0,79.0,7.4,6.9,6.4,1654.0,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ODISHA",odisha
276,0.4,0.3,0.1,1340.0,1258.0,1176.0,331880783.38762605,121745315.5745271,42314560.78620796,10.4,6.3,2.2,28.0,28.0,28.0,3245582245.0480523,366424955.54402566,47478132.59231099,8.4,8.2,8.0,1655.0,"NEAR SEA BEACH, PURI, ODISHA",odisha
277,0.3,0.3,0.2,1017.0,1003.0,988.0,130.0,130.0,130.0,11.0,6.9,2.9,27.0,26.5,26.0,540.0,540.0,540.0,7.9,7.9,7.9,1656.0,"NEAR JAGANNATH TEMPLE, PURI, ODISHA",odisha
278,0.6,0.5,0.3,855.0,808.0,761.0,13.0,13.0,13.0,9.3,6.0,2.8,27.0,26.5,26.0,220.0,220.0,220.0,8.3,8.0,7.7,1657.0,"HOSPITAL - BUSSTAND- MAUSHIMA TEMPLE AREA, PURI, ODISHA",odisha
279,0.5,0.4,0.2,403.0,362.0,320.0,0.0,0.0,0.0,3.0,1.6,0.3,28.0,27.5,27.0,7200503212.788886,338801416.36379635,0.0,8.3,8.3,8.2,1658.0,"NEAR RIVER KUSHABHADRA, PURI, ODISHA",odisha
280,193.37198192150254,0.0,0.0,4800.0,3320.0,361.0,36976190.19119494,0.0,38883859.1807314,0.8,0.4,0.0,31.0,30.3,30.0,0.0,1095500603.455866,12962869.81416067,7.6,7.4,7.0,1397.0,"WELL AT MUTHIALPET AREA(I), PONDICHERRY",pondicherry
281,0.0,61.36510838760021,5.520336959788621,1900.0,1460.0,1240.0,220100934.32662493,0.0,25744832.5945569,0.3,0.1,0.0,32.0,30.7,30.0,0.0,0.0,109042810.60098884,7.4,7.4,7.3,1398.0,"WELL AT THENGAITHITTU AREA, (II) PONDICHERRY",pondicherry
282,0.0,0.0,53.1177276150284,658.0,597.0,476.0,0.0,70083459.36163189,0.0,4.8,4.7,4.7,32.0,30.7,30.0,1935656825.5817444,0.0,0.0,7.4,7.3,7.0,1453.0,"WELL AT MUTHARAPLATYAM (PWD), PONDICHERRY",pondicherry
283,0.0,14.526336342881015,0.0,212.0,207.0,196.0,102298260.62084575,0.0,0.0,1.2,1.2,1.2,30.0,30.0,30.0,0.0,663754494.4223918,0.0,7.1,7.1,7.1,1454.0,"WELL AT KALAPET, PONDI. UNIVER. ADMN. BLOCK, PONDICHERRY",pondicherry
284,0.0,0.0,0.0,2200.0,1795.0,1592.0,16635209.453879563,0.0,36475256.274205394,2.6,0.9,0.0,30.0,30.0,30.0,2550028020.9662848,0.0,0.0,7.3,7.2,7.1,1687.0,"NEHRU STATUE, PONDICHERRY",pondicherry
285,6.747556044417156,19.982722846290613,0.0,574.0,549.0,500.0,507908350.53240216,0.0,40360173.20330875,0.5,0.5,0.4,30.0,30.0,30.0,0.0,0.0,0.0,7.6,7.5,7.2,1688.0,"KATTERIKUPPAM, PODICHERRY",pondicherry
286,14.0,6.3,1.0,1474.0,1193.0,696.0,251351467.16232288,0.0,20780201.22081115,0.1,0.0,0.0,32.0,29.3,28.0,8844140087.078371,564187823.1663873,0.0,8.5,8.1,7.8,1689.0,"CHUNMBAR RIVER, PONDICHERRY",pondicherry
287,161.2389159028667,12.248070916292505,115.08719347329732,560.0,550.0,530.0,0.0,0.0,10301329.087804582,6.3,5.5,5.0,32.0,30.7,30.0,6582832541.831192,0.0,0.0,7.6,7.5,7.2,2009.0,KURUMBAPET,pondicherry
288,0.0,17.71543258093144,0.0,1272.0,1248.0,1200.0,111180072.40014037,0.0,0.0,0.6,0.6,0.5,32.0,32.0,32.0,0.0,39962836.38862653,0.0,7.7,7.6,7.3,2010.0,METTUPALAYAM,pondicherry
289,57.3561742884774,31.915609459738498,0.0,3210.0,3207.0,3200.0,0.0,0.0,0.0,0.1,0.0,0.0,32.0,32.0,32.0,0.0,0.0,48356340.71179116,7.5,7.5,7.4,2011.0,URUVAIYAR,pondicherry
290,60.32472386362167,41.16631448642643,46.861563881824374,1600.0,1597.0,1592.0,171767108.91189718,0.0,0.0,1.9,0.6,0.0,32.0,31.3,30.0,0.0,377810994.11032647,5402799.885425558,7.5,7.5,7.4,2012.0,KARUVADIKUPPAM,pondicherry
291,1.0,1.0,1.0,1728.0,1719.0,1700.0,0.0,35506093.701242216,76185180.42816275,1.2,1.0,0.8,28.5,27.5,27.0,9270343405.524097,0.0,0.0,7.5,7.5,7.4,2013.0,"T.R.PATTINAM, KARAIKAL",pondicherry
292,0.0,64.89267444008716,85.4190922630252,1548.0,1514.0,1446.0,0.0,207733006.176936,10788069.273705628,1.2,0.8,0.1,28.5,28.2,28.0,0.0,248486501.81310216,120134182.43245047,7.5,7.4,7.1,2014.0,"VADAMATTAM, KARAIKAL",pondicherry
293,0.0,15.180379945346601,0.0,255.0,255.0,255.0,97249482.00582694,0.0,0.0,5.8,5.8,5.8,32.0,32.0,32.0,0.0,212512328.8435996,0.0,6.7,6.7,6.7,2446.0,PALLUR,pondicherry
294,5.480565355786914,0.0,0.0,126.0,126.0,126.0,334547752.12411433,175403706.0634703,0.0,1.6,1.6,1.6,32.0,32.0,32.0,0.0,80167360.48278959,65683388.91891156,6.8,6.8,6.8,2447.0,PANTHAKKAL,pondicherry
295,0.0,4.623260661437669,0.0,1260.0,1260.0,1260.0,411547922.5137311,0.0,0.0,7.2,4.5,1.8,9.199633769677394,0.0,0.0,6715038111.05254,0.0,37234637.22044559,7.0,6.9,6.7,1898.0,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",punjab
296,0.0,64.83181351107952,0.0,593.0,593.0,593.0,187671757.7399066,0.0,63627449.737006165,3.3,2.4,1.4,23.55341621735307,52.63226537569204,92.0770919519457,15423614930.201502,301011496.9826792,0.0,7.4,7.2,6.9,1900.0,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",punjab
297,128.61087136888227,115.26450485088156,54.05801744010714,896.0,896.0,896.0,0.0,160886932.03330046,0.0,4.3,2.9,1.4,34.9578939031803,47.25599011051932,16.16758680658082,507931601.6612815,133814005.7408742,0.0,6.8,6.8,6.7,1901.0,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",punjab
298,0.0,72.97534504891784,0.0,1273.0,1273.0,1273.0,0.0,0.0,10201832.092477212,4.2,2.9,1.6,0.0,17.83328099485627,24.295106266897523,362170205.85936415,0.0,99026880.7172954,6.7,6.7,6.7,1902.0,"SHUKLA TEA STAL POINT, LUDHIANA",punjab
